id,Product,ProductCategory,SalesRep,Units,Cost,Region
4002,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,Matt Connell,25152,7.08,Ontario
4003,6162m,Telephones and Communication,Jim Kriz,25478,115.99,Ontario
4004,Staples Bulk Pack Metal Binder Clips,Rubber Bands,Jim Kriz,25478,6.08,Ontario
4005,Ibico EPK-21 Electric Binding System,Binders and Binder Accessories,Arthur Prichep,26469,1889.99,Ontario
4006,HP Office Paper (20Lb. and 87 Bright),Paper,Arthur Prichep,26469,6.68,Ontario
4007,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,Harold Ryan,26470,420.98,Ontario
4008,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,Cathy Prescott,26565,419.19,Ontario
4009,Xerox 1897,Paper,Jim Kriz,26852,4.98,Ontario
4010,Luxo Economy Swing Arm Lamp,Office Furnishings,Liz Willingham,27299,19.94,Ontario
4011,Keytronic French Keyboard,Computer Peripherals,Stephanie Ulpright,27300,73.98,Ontario
4012,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Pens & Art Supplies,Stephanie Ulpright,27300,2.1,Ontario
4013,Avery File Folder Labels,Labels,Robert Marley,27557,2.88,Ontario
4014,Security-Tint Envelopes,Envelopes,Lindsay Shagiari,27654,7.64,Ontario
4015,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,John Lucas,27684,10.48,Ontario
4016,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,Odella Nelson,27811,6.81,Ontario
4017,Prismacolor Color Pencil Set,Pens & Art Supplies,Arthur Prichep,28064,19.84,Ontario
4018,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,Arthur Prichep,28064,5.84,Ontario
4019,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,Guy Phonely,28225,80.98,Ontario
4020,i2000,Telephones and Communication,Denny Blanton,28258,125.99,Ontario
4021,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,Denny Blanton,28258,99.99,Ontario
4022,Avery 511,Labels,Steve Nguyen,28321,3.08,Ontario
4023,Xerox 215,Paper,Sean O'Donnell,28454,6.48,Ontario
4024,8260,Telephones and Communication,Sally Hughsby,29255,65.99,Ontario
4025,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,Jas O'Carroll,29383,8.32,Ontario
4026,Xerox 227,Paper,Jas O'Carroll,29383,6.48,Ontario
4027,DPC 650 Piper,Telephones and Communication,Jas O'Carroll,29383,115.99,Ontario
4028,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,Jas O'Carroll,29383,7.59,Ontario
4029,Global Adaptabilities™ Conference Tables,Tables,Sally Hughsby,29507,280.98,Ontario
4030,Accessory35,Telephones and Communication,Sally Hughsby,29507,35.99,Ontario
4031,"Iceberg OfficeWorks 42"" Round Tables",Tables,Sally Hughsby,29572,150.98,Ontario
4032,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Pens & Art Supplies,Odella Nelson,29889,5.98,Ontario
4033,DAX Wood Document Frame.,Office Furnishings,Matt Connell,29894,13.73,Ontario
4034,Xerox 1898,Paper,Matt Connell,29894,6.68,Ontario
4035,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,Guy Phonely,29985,8.04,Ontario
4036,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,Alejandro Grove,30054,9.38,Ontario
4037,600 Series Non-Flip,Telephones and Communication,Lindsay Shagiari,30208,45.99,Ontario
4038,Xerox 1961,Paper,Denny Blanton,30369,4.98,Ontario
4039,Acme® Elite Stainless Steel Scissors,"Scissors, Rulers and Trimmers",Denny Blanton,30369,8.34,Ontario
4040,Fellowes Mighty 8 Compact Surge Protector,Appliances,Harold Ryan,30726,20.27,Ontario
4041,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,Kean Nguyen,30727,41.71,Ontario
4042,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,Xylona Price,30915,2.98,Ontario
4043,M70,Telephones and Communication,Xylona Price,30915,125.99,Ontario
4044,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,Sean O'Donnell,31072,172.99,Ontario
4045,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,Arthur Prichep,31073,46.94,Ontario
4046,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,Arthur Prichep,31073,167.27,Ontario
4047,Hon iLevel™ Computer Training Table,Tables,Arthur Prichep,31138,31.76,Ontario
4048,Bell Sonecor JB700 Caller ID,Telephones and Communication,Sally Hughsby,31173,7.99,Ontario
4049,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,Laura Armstrong,31812,40.99,Ontario
4050,Bagged Rubber Bands,Rubber Bands,Laura Armstrong,31812,1.26,Ontario
4051,Logitech Internet Navigator Keyboard,Computer Peripherals,Jim Kriz,32002,30.98,Ontario
4052,9-3/4 Diameter Round Wall Clock,Office Furnishings,Jim Kriz,32002,13.79,Ontario
4053,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,Lena Radford,32323,8.46,Ontario
4054,Xerox 1991,Paper,Lena Radford,32323,22.84,Ontario
4055,Bell Sonecor JB700 Caller ID,Telephones and Communication,Lena Radford,32323,7.99,Ontario
4056,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,Ryan Akin,32454,6.81,Ontario
4057,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,Robert Marley,32516,2.78,Ontario
4058,Staples #10 Colored Envelopes,Envelopes,Robert Marley,32516,7.78,Ontario
4059,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,Xylona Price,32608,70.97,Ontario
4060,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,Vivek Grady,33510,6.24,Ontario
4061,Xerox 1893,Paper,Vivek Grady,33510,40.99,Ontario
4062,Advantus Panel Wall Certificate Holder - 8.5x11,Office Furnishings,John Lucas,33541,12.2,Ontario
4063,"Iceberg OfficeWorks 42"" Round Tables",Tables,Vivek Grady,33573,150.98,Ontario
4064,Okidata ML520 Series Dot Matrix Printers,Office Machines,Scott Cohen,34371,510.14,Ontario
4065,Fellowes Command Center 5-outlet power strip,Appliances,Karen Daniels,34530,67.84,Ontario
4066,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,Karen Daniels,34530,17.48,Ontario
4067,"Iceberg OfficeWorks 42"" Round Tables",Tables,Karen Daniels,34530,150.98,Ontario
4068,Maxell 4.7GB DVD-R,Computer Peripherals,John Lucas,34562,28.38,Ontario
4069,Computer Printout Paper with Letter-Trim Perforations,Paper,John Lucas,34562,18.97,Ontario
4070,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,Liz Willingham,35430,110.98,Ontario
4071,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,Liz Willingham,35430,2.84,Ontario
4072,5180,Telephones and Communication,Liz Willingham,35430,65.99,Ontario
4073,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,Cathy Prescott,35588,58.14,Ontario
4074,Gyration Ultra Cordless Optical Suite,Computer Peripherals,Steve Nguyen,35712,100.97,Ontario
4075,Xerox 1963,Paper,Steve Nguyen,35712,5.28,Ontario
4076,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Computer Peripherals,Lindsay Shagiari,36130,17.98,Ontario
4077,Xerox 1998,Paper,Sean O'Donnell,36416,6.48,Ontario
4078,"Sanford Colorific Colored Pencils, 12/Box",Pens & Art Supplies,Sean O'Donnell,36416,2.88,Ontario
4079,Avery Hole Reinforcements,Binders and Binder Accessories,Robert Marley,36418,6.23,Ontario
4080,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,Katherine Nockton,36517,48.58,Ontario
4081,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,Katherine Nockton,36517,20.95,Ontario
4082,KI Conference Tables,Tables,Sam Zeldin,36705,70.89,Ontario
4083,Xerox 1959,Paper,Harold Ryan,36833,6.68,Ontario
4084,Avery 494,Labels,Xylona Price,36896,2.61,Ontario
4085,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,Xylona Price,36896,25.38,Ontario
4086,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,Xylona Price,36896,167.27,Ontario
4087,Anderson Hickey Conga Table Tops & Accessories,Tables,Lena Radford,37123,15.23,Ontario
4088,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,Jas O'Carroll,37572,5.34,Ontario
4089,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Appliances,Alejandro Grove,37669,232.58,Ontario
4090,Quality Park Security Envelopes,Envelopes,Alejandro Grove,37669,26.17,Ontario
4091,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,Alejandro Grove,37669,15.31,Ontario
4092,Hanging Personal Folder File,Storage & Organization,Mick Hernandez,38117,15.7,Ontario
4093,Xerox 1922,Paper,Ben Ferrer,38210,4.98,Ontario
4094,Hon Olson Stacker Stools,Chairs & Chairmats,Todd Sumrall,38274,140.81,Ontario
4095,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage & Organization,Todd Sumrall,38274,43.57,Ontario
4096,Accessory2,Telephones and Communication,Todd Sumrall,38274,55.99,Ontario
4097,"Adams ""While You Were Out"" Message Pads",Paper,Sean O'Donnell,38370,3.14,Ontario
4098,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,Laura Armstrong,38405,7.59,Ontario
4099,Xerox 1983,Paper,Jane Waco,38466,5.98,Ontario
4100,Avery 498,Labels,Jane Waco,38466,2.89,Ontario
4101,Xerox 210,Paper,Jane Waco,38466,6.48,Ontario
4102,Xerox 1894,Paper,Guy Phonely,38501,6.48,Ontario
4103,Newell 338,Pens & Art Supplies,Pamela Coakley,38532,2.94,Ontario
4104,Microsoft Multimedia Keyboard,Computer Peripherals,Vivek Grady,38564,30.97,Ontario
4105,Avery 506,Labels,Vivek Grady,38564,4.13,Ontario
4106,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,Ben Ferrer,38915,7.77,Ontario
4107,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,Ben Ferrer,38915,7.59,Ontario
4108,DAX Clear Channel Poster Frame,Office Furnishings,Chris Selesnick,38947,14.58,Ontario
4109,Newell 337,Pens & Art Supplies,Matt Connell,39078,3.28,Ontario
4110,Hayes Optima 56K V.90 Internal Voice Modem,Computer Peripherals,Matt Connell,39078,256.99,Ontario
4111,Xerox 23,Paper,Matt Connell,39078,6.48,Ontario
4112,Staples Colored Interoffice Envelopes,Envelopes,Jim Kriz,39141,30.98,Ontario
4113,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,Jim Kriz,39141,49.34,Ontario
4114,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,Stephanie Ulpright,39460,7.1,Ontario
4115,i2000,Telephones and Communication,Stephanie Ulpright,39460,125.99,Ontario
4116,"6"" Cubicle Wall Clock, Black",Office Furnishings,Alejandro Grove,39904,8.09,Ontario
4117,5165,Telephones and Communication,Chris Selesnick,39909,175.99,Ontario
4118,Xerox Blank Computer Paper,Paper,Sandra Flanagan,40100,19.98,Ontario
4119,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,Sally Hughsby,40224,63.94,Ontario
4120,StarTAC 7760,Telephones and Communication,Jim Kriz,40422,65.99,Ontario
4121,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,Scott Cohen,40802,115.99,Ontario
4122,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,Guy Phonely,40839,119.99,Ontario
4123,Xerox 1951,Paper,Odella Nelson,40997,30.98,Ontario
4124,Boston KS Multi-Size Manual Pencil Sharpener,Pens & Art Supplies,Odella Nelson,40997,22.99,Ontario
4125,Pizazz® Global Quick File™,Storage & Organization,Odella Nelson,40997,14.97,Ontario
4126,Bush Advantage Collection® Round Conference Table,Tables,Odella Nelson,40997,212.6,Ontario
4127,Xerox 196,Paper,Ben Ferrer,41185,5.78,Ontario
4128,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,Steve Nguyen,41253,300.97,Ontario
4129,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Harold Ryan,41378,180.98,Ontario
4130,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Harold Ryan,41378,29.89,Ontario
4131,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,Matt Connell,41474,100.98,Ontario
4132,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,Matt Connell,41474,4.77,Ontario
4133,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,Liz Willingham,41508,500.98,Ontario
4134,Xerox 1881,Paper,Kean Nguyen,41569,12.28,Ontario
4135,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,Katherine Nockton,41571,20.15,Ontario
4136,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,Alejandro Grove,41728,896.99,Ontario
4137,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs & Chairmats,Alejandro Grove,41728,243.98,Ontario
4138,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,Katherine Nockton,41764,320.64,Ontario
4139,"TOPS Voice Message Log Book, Flash Format",Paper,Kean Nguyen,42082,4.76,Ontario
4140,Logitech Internet Navigator Keyboard,Computer Peripherals,Harold Ryan,42279,30.98,Ontario
4141,"Eldon Imàge® Series Desk Accessories, Clear",Office Furnishings,Sam Zeldin,42308,4.86,Ontario
4142,Newell 338,Pens & Art Supplies,Jas O'Carroll,42375,2.94,Ontario
4143,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,Robert Marley,42851,4.71,Ontario
4144,Accessory32,Telephones and Communication,Robert Marley,42851,55.99,Ontario
4145,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,Stephanie Ulpright,43585,55.48,Ontario
4146,SAFCO Folding Chair Trolley,Chairs & Chairmats,Harold Ryan,43590,128.24,Ontario
4147,Newell 35,Pens & Art Supplies,Mick Hernandez,43874,3.28,Ontario
4148,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,Tony Chapman,45059,30.42,Ontario
4149,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,Robert Marley,45542,7.64,Ontario
4150,Bevis 36 x 72 Conference Tables,Tables,Robert Marley,45542,124.49,Ontario
4151,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,Jay Kimmel,45698,172.99,Ontario
4152,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Paper,Jay Kimmel,45698,7.28,Ontario
4153,EcoTones® Memo Sheets,Paper,Laura Armstrong,45987,4,Ontario
4154,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,Bill Overfelt,46052,63.94,Ontario
4155,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,Bill Overfelt,46052,17.78,Ontario
4156,"Bevis Round Bullnose 29"" High Table Top",Tables,Herbert Flentye,46374,259.71,Ontario
4157,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,Ryan Akin,46402,29.18,Ontario
4158,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Telephones and Communication,Ryan Akin,46402,66.99,Ontario
4159,StarTAC 7797,Telephones and Communication,Ryan Akin,46402,115.99,Ontario
4160,T61,Telephones and Communication,John Lucas,46404,45.99,Ontario
4161,GBC DocuBind P100 Manual Binding Machine,Binders and Binder Accessories,Vivek Grady,46468,165.98,Ontario
4162,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Vivek Grady,46468,39.48,Ontario
4163,Xerox 207,Paper,Vivek Grady,46468,6.48,Ontario
4164,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,Jane Waco,46497,20.15,Ontario
4165,GBC Linen Binding Covers,Binders and Binder Accessories,Xylona Price,47303,30.98,Ontario
4166,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,Xylona Price,47303,7.64,Ontario
4167,Xerox 210,Paper,Xylona Price,47303,6.48,Ontario
4168,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,Bill Overfelt,47492,30.42,Ontario
4169,Ames Color-File® Green Diamond Border X-ray Mailers,Envelopes,Steve Nguyen,47682,83.98,Ontario
4170,"Quartet Alpha® White Chalk, 12/Pack",Pens & Art Supplies,Steve Nguyen,48483,2.21,Ontario
4171,Xerox 1982,Paper,John Lucas,48961,22.84,Ontario
4172,Super Decoflex Portable Personal File,Storage & Organization,John Lucas,48961,14.98,Ontario
4173,"Array® Parchment Paper, Assorted Colors",Paper,Laura Armstrong,49350,7.28,Ontario
4174,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,Harold Ryan,49505,7.84,Ontario
4175,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,Harold Ryan,49505,9.78,Ontario
4176,Staples 6 Outlet Surge,Appliances,Lena Radford,49797,11.97,Ontario
4177,Xerox 217,Paper,Lena Radford,49797,6.48,Ontario
4178,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,Vivek Grady,50017,34.58,Ontario
4179,Fellowes Officeware™ Wire Shelving,Storage & Organization,Vivek Grady,50017,89.83,Ontario
4180,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Office Furnishings,Jas O'Carroll,50051,19.04,Ontario
4181,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,John Castell,50083,400.97,Ontario
4182,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,Bill Overfelt,50307,17.48,Ontario
4183,Xerox 1940,Paper,Bill Overfelt,50307,54.96,Ontario
4184,Euro Pro Shark Stick Mini Vacuum,Appliances,Jim Kriz,50663,60.98,Ontario
4185,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,Sally Hughsby,50917,43.98,Ontario
4186,CF 688,Telephones and Communication,Sean O'Donnell,50981,155.99,Ontario
4187,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,Sean O'Donnell,51140,4.37,Ontario
4188,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Sean O'Donnell,51140,45.19,Ontario
4189,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,Sean O'Donnell,51140,136.98,Ontario
4190,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,Nat Carroll,51205,12.97,Ontario
4191,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,Nat Carroll,51205,39.98,Ontario
4192,3285,Telephones and Communication,John Lucas,51237,205.99,Ontario
4193,"Quartet Alpha® White Chalk, 12/Pack",Pens & Art Supplies,Stephanie Ulpright,51619,2.21,Ontario
4194,Economy Rollaway Files,Storage & Organization,Stephanie Ulpright,51619,165.2,Ontario
4195,Avery Binder Labels,Binders and Binder Accessories,Stephanie Ulpright,51619,3.89,Ontario
4196,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,Stephanie Ulpright,51619,355.98,Ontario
4197,Rubber Band Ball,Rubber Bands,Bill Overfelt,51713,3.74,Ontario
4198,Avery 507,Labels,Alejandro Grove,52007,2.88,Ontario
4199,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,Alejandro Grove,52007,550.98,Ontario
4200,6120,Telephones and Communication,John Lucas,52164,65.99,Ontario
4201,Staples 6 Outlet Surge,Appliances,Jim Kriz,52512,11.97,Ontario
4202,Binder Posts,Binders and Binder Accessories,Jim Kriz,52512,5.74,Ontario
4203,Advantus Push Pins,Rubber Bands,Cathy Prescott,52611,2.18,Ontario
4204,Logitech Cordless Access Keyboard,Computer Peripherals,Vivek Grady,52805,29.99,Ontario
4205,"Companion Letter/Legal File, Black",Storage & Organization,Todd Sumrall,52833,37.76,Ontario
4206,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,Sarah Foster,52930,8.74,Ontario
4207,Xerox 1924,Paper,Sarah Foster,52930,5.78,Ontario
4208,Accessory24,Telephones and Communication,Sarah Foster,52930,55.99,Ontario
4209,Accessory32,Telephones and Communication,Sarah Foster,52930,55.99,Ontario
4210,Vinyl Sectional Post Binders,Binders and Binder Accessories,Tony Chapman,53127,37.7,Ontario
4211,iDEN i95,Telephones and Communication,Tony Chapman,53127,65.99,Ontario
